from,to,fromModule,toModule,Distance
lks,xfdistockr,Economy,Economy,1
elfdilifexp,XFDISTOUT,Economy,Economy,43
WGDP,XFDISTOUT,Economy,Economy,45
xfdiwgradd,XFDISTOUT,Economy,Economy,45
xfdiwgrm,XFDISTOUT,Economy,Economy,45
XFDISTOCK,XFDISTOUT,Economy,Economy,145
GDP,XFDISTOUT,Economy,Economy,143
WPOP,XFDISTOUT,Demography,Economy,51
LIFEXP,XFDISTOUT,Demography,Economy,52
POP,XFDISTOUT,Demography,Economy,52
XFDIFOUT,XFDISTOUT,Economy,Economy,0
lks,XFDISTOUT,Economy,Economy,0
GDPPOT,XFDISTOUT,Other,Economy,0
xfdistoutm,XFDISTOUT,Economy,Economy,0
xfdistockr,XFDISTOUT,Economy,Economy,1
GDPPCP,XFDISTOUT,Economy,Economy,2
XGOVTDEBTB,XGOVTDEBT,Economy,Economy,0
XIMFCREDIT,XGOVTDEBT,Economy,Economy,0
XWBLOANS,XGOVTDEBT,Economy,Economy,0
XGOVTDEBTBF,XGOVTDEBTB,Economy,Economy,0
AID,XGOVTDEBTB,Sociopolitical,Economy,1
aidlp,XGOVTDEBTB,Sociopolitical,Economy,90
CURACT,XGOVTDEBTBF,Economy,Economy,0
XFDIFIN,XGOVTDEBTBF,Economy,Economy,1
XFDIFOUT,XGOVTDEBTBF,Economy,Economy,1
XIMFCRFIN,XGOVTDEBTBF,Economy,Economy,1
XIMFCRFOUT,XGOVTDEBTBF,Economy,Economy,1
XWBLNFIN,XGOVTDEBTBF,Economy,Economy,1
XWBLNFOUT,XGOVTDEBTBF,Economy,Economy,1
XPORTFIN,XGOVTDEBTBF,Economy,Economy,1
XPORTFOUT,XGOVTDEBTBF,Economy,Economy,1
XIMFCRFIN,XIMFCREDIT,Economy,Economy,0
XIMFCRFOUT,XIMFCREDIT,Economy,Economy,0
XIMFSUBF,XIMFCREDIT,Economy,Economy,0
XIMFCREDIT,XIMFCREDITTOT,Economy,Economy,0
ximfcreqr,XIMFCREDITTOT,Economy,Economy,0
XIMFCRFOUT,XIMFCREDITTOT,Economy,Economy,7
XIMFCRFIN,XIMFCREDITTOT,Economy,Economy,1
XIMFSUBF,XIMFCREDITTOT,Economy,Economy,3
GDPPOT,XIMFCRFIN,Other,Economy,0
ximfcrfinm,XIMFCRFIN,Economy,Economy,0
XIMFCREDITTOT,XIMFCRFIN,Economy,Economy,0
XIMFCREDIT,XIMFCRFOUT,Economy,Economy,0
ximfcrrepr,XIMFCRFOUT,Economy,Economy,0
ximfcreditr,XIMFSUBF,Economy,Economy,0
GDPPOT,XIMFSUBF,Other,Economy,1
XPORTFOLIO,XPORTFIN,Economy,Economy,0
WGDP,XPORTFOLIO,Economy,Economy,18
xportwgrm,XPORTFOLIO,Economy,Economy,18
GDP,XPORTFOLIO,Economy,Economy,168
XPORTFIN,XPORTFOLIO,Economy,Economy,166
GDPPOT,XPORTFOLIO,Other,Economy,0
xportfoliom,XPORTFOLIO,Economy,Economy,0
xportr,XPORTFOLIO,Economy,Economy,1
GDPPCP,XPORTFOLIO,Economy,Economy,2
XPORTSTOUT,XPORTFOUT,Economy,Economy,0
WGDP,XPORTSTOUT,Economy,Economy,19
xportwgrm,XPORTSTOUT,Economy,Economy,19
XPORTFOLIO,XPORTSTOUT,Economy,Economy,168
GDP,XPORTSTOUT,Economy,Economy,169
XPORTFIN,XPORTSTOUT,Economy,Economy,167
GDPPOT,XPORTSTOUT,Other,Economy,0
xportstoutm,XPORTSTOUT,Economy,Economy,0
xportr,XPORTSTOUT,Economy,Economy,1
XPORTFOUT,XPORTSTOUT,Economy,Economy,157
GDPPCP,XPORTSTOUT,Economy,Economy,2
GDPPOT,XRESERVES,Other,Economy,2
govfinconv,XRESERVES,Economy,Economy,2
MRPA,XRPA,Economy,Economy,5
termtrm,XRPA,Economy,Economy,0
XS,XRPA,Economy,Economy,0
WP,XRPA,Economy,Economy,0
bilateraltradeforwardlinksw,XS,Economy,Economy,0
I,XS,Economy,Economy,0
MS,XS,Economy,Economy,66
M,XS,Economy,Economy,76
X,XS,Economy,Economy,81
contiguity,XS,Interstate,Economy,252
DIPLOTREATY,XS,Interstate,Economy,244
ZS,XS,Economy,Economy,33
elasxinc,XS,Economy,Economy,33
xshift,XS,Economy,Economy,33
WP,XS,Economy,Economy,24
PRI,XS,Economy,Economy,24
EXRATE,XS,Economy,Economy,24
elastrpr,XS,Economy,Economy,31
elxpr1,XS,Economy,Economy,28
elxpr2,XS,Economy,Economy,27
elasminc,XS,Economy,Economy,15
GDPR,XS,Economy,Economy,80
ST,XS,Economy,Economy,10
dstl,XS,Economy,Economy,10
CS,XS,Economy,Economy,315
GS,XS,Economy,Economy,315
INVS,XS,Economy,Economy,315
igdpr,XS,Economy,Economy,322
elmpr1,XS,Economy,Economy,26
elmpr2,XS,Economy,Economy,25
GDPPOT,XS,Other,Economy,69
protecm,XS,Economy,Economy,19
GDP,XS,Economy,Economy,330
AGXVALUE,XS,Agriculture,Economy,0
ENX,XS,Energy,Economy,0
WEPBYEAR,XS,Energy,Economy,264
XWBLNFIN,XWBFLOWS,Economy,Economy,0
xwbsectar,XWBFLOWS,Economy,Economy,0
GOVHHTRNWEL,XWBFLOWS,Economy,Economy,156
XWBLOANSTOT,XWBLNFIN,Economy,Economy,7
xwblnfinm,XWBLNFIN,Economy,Economy,0
GDPPCP,XWBLNFIN,Economy,Economy,2
GINIDOM,XWBLNFIN,Sociopolitical,Economy,2
AID,XWBLNFIN,Sociopolitical,Economy,3
GDPPOT,XWBLNFIN,Other,Economy,3
XWBLOANS,XWBLNFOUT,Economy,Economy,0
xwblnintr,XWBLNFOUT,Economy,Economy,0
xwblnrepr,XWBLNFOUT,Economy,Economy,0
XWBLNFIN,XWBLOANS,Economy,Economy,0
XWBLNFOUT,XWBLOANS,Economy,Economy,0
XWBSUBF,XWBLOANS,Economy,Economy,0
XWBLOANS,XWBLOANSTOT,Economy,Economy,0
xwblneqr,XWBLOANSTOT,Economy,Economy,0
XWBLNFOUT,XWBLOANSTOT,Economy,Economy,7
XWBSUBF,XWBLOANSTOT,Economy,Economy,3
XWBLNFIN,XWBLOANSTOT,Economy,Economy,172
xwbloanr,XWBSUBF,Economy,Economy,0
GDPPOT,XWBSUBF,Other,Economy,1
xworkremitm,XWORKREMIT,Economy,Economy,0
POPFOREIGN,XWORKREMIT,Demography,Economy,0
GDPPC,XWORKREMIT,Economy,Economy,0
ylmax,YL,Agriculture,Agriculture,0
KAG,YL,Agriculture,Agriculture,118
LABS,YL,Economy,Agriculture,118
ylmaxgr,YL,Agriculture,Agriculture,14
aginvm,YL,Agriculture,Agriculture,16
AGDEM,YL,Agriculture,Agriculture,131
tgrld,YL,Other,Agriculture,131
MFPRATE,YL,Economy,Agriculture,23
CDALF,YL,Economy,Agriculture,120
TGRYL,YL,Other,Agriculture,24
LVHERD,YL,Agriculture,Agriculture,146
elfdpr1,YL,Agriculture,Agriculture,45
elfdpr2,YL,Agriculture,Agriculture,45
GDPPCP,YL,Economy,Agriculture,229
FEDDEM,YL,Agriculture,Agriculture,226
LD,YL,Agriculture,Agriculture,147
GLDCAP,YL,Agriculture,Agriculture,147
POP,YL,Demography,Agriculture,158
POPR,YL,Demography,Agriculture,158
INDEM,YL,Agriculture,Agriculture,143
calmeatm,YL,Agriculture,Agriculture,134
CLAVAL,YL,Agriculture,Agriculture,169
FDEM,YL,Agriculture,Agriculture,169
AGP,YL,Agriculture,Agriculture,48
dstl,YL,Economy,Agriculture,206
GDP,YL,Economy,Agriculture,159
calmax,YL,Agriculture,Agriculture,138
lvcf,YL,Agriculture,Agriculture,172
FSTOCK,YL,Agriculture,Agriculture,84
meatmax,YL,Agriculture,Agriculture,176
igdpr,YL,Economy,Agriculture,157
LANDIRAREAACTUAL,YL,Other,Agriculture,0
ENVYLCHG,YL,Other,Agriculture,0
ylm,YL,Agriculture,Agriculture,0
aglossprodm,YL,Agriculture,Agriculture,4
ylhw,YL,Agriculture,Agriculture,0
POP,YTHBULGE,Demography,Demography,2
VADD,ZS,Economy,Economy,0
ENRGDP,ZS,Energy,Economy,49
GDPPC,ZS,Economy,Economy,748
AGP,ZS,Agriculture,Economy,0
WAP,ZS,Agriculture,Economy,82
ENP,ZS,Energy,Economy,9
WEPBYEAR,ZS,Energy,Economy,263
